Expediente;Período;Legislatura;Fecha;Proponente;Parlamento;Título;Objeto
02830/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;10/05/2018;Congreso;Nuevo Perú;LEY QUE RESTABLECE DERECHOS LABORALES Y BENEFICIOS DE DOCENTES INTERINOS;Propone reconocer los derechos laborales adquiridos por los Docentes Nombrados Interinamente, y restituirlos en la labor docente, al haber sido despedidos en aplicación inequitativa de la Ley de la Carrera Pública Magisterial N° 29062 y la Ley de Reforma Magisteria 29944
02829/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;10/05/2018;Congreso;No Agrupados;LEY DE REESTRUCTURACIÓN DE DEUDA DEL PESCADOR ARTESANAL Y ACUICULTOR A FONDEPES;Propone dictar medidas de emergencia para facilitar el cumplimiento de obligiaciones financieras que mantengan los pescadores artesanales y acuicultores con el Fondo Nacional de Desarrollo Pesquero FONDEPES
02828/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;10/05/2018;Congreso;Peruanos por el Kambio;-LEY QUE REGULA EL FUNCIONAMIENTO Y ESTRUCTURA DE LAS SOCIEDADES DE BENEFICENCIA PÚBLICA;Propone establecer el marco normativo que regula constitución, la administración, el funcionamiento, la vigilancia y estructura de las Sociedades de Beneficencia Pública.
02827/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;10/05/2018;Congreso;Peruanos por el Kambio;LEY QUE MODIFICA EL ARTÍCULO 108-B DEL CÓDIGO PENAL REFERIDA AL FEMINICIDIO AGRAVADO PRODUCIDO EN ESPACIOS PÚBLICOS AFECTANDO DIRECTAMENTE A TERCERAS PERSONAS;Propone modificar el literal 7 del artículo 108-B del Código Penal referido a la conducta agravante de feminicidio.
02826/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;10/05/2018;Congreso;Peruanos por el Kambio;"LEY QUE PROMUEVE LA CREACIÓN DE EMPLEO INCLUSIVO E INFRAESTRUCTURA BÁSICA A RAVÉS DEL PROGRAMA """"TRABAJA PERÚ""""BAJO LA MODALIDAD DIRECTA DE NÚCLEOS EJECUTORES";"Propone ley que promueve la creación de empleo inclusivo e infraestructura básica a través del programa """"Trabaja Perú"""" bajo la modalidad directa de núcleos ejecutores."
02825/2017-JNE;2016 - 2021;Segunda Legislatura Ordinaria 2017;09/05/2018;Jurado Nacional de Elecciones;;LEY QUE ESTABLECE EL PRECEDENTE ELECTORAL VINCULANTE;Propone modificar los artículos 23, 24, 35 de la Ley Orgánica del Jurado Naciconal de Elecciones, que establece el precedente electoral vinculante
02824/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;09/05/2018;Congreso;Nuevo Perú;LEY QUE REGULA LA SITUACIÓN JURÍDICA DE LAS PERSONAS DESAPARECIDAS EN EL MARCO DE LA LEY 30470;Propone ley que regula la situación jurídica de las personas desaparecidas que certfica el Registro Nacional de Personas Desaparecidas y Sitios de Entierro, administrado por la Dirección General de Búsqueda de Personas Desaparecidas del Ministerio de Justicia y Derechos Humanos.
02823/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;09/05/2018;Congreso;Fuerza Popular;LEY QUE DECLARA DE PREFERENTE INTERÉS NACIONAL LA CREACIÓN DEL DISTRITO DE EL MILAGRO, EN LA PROVINCIA DE TRUJILLO DEL DEPARTAMENTO DE LA LIBERTAD;Propone declarar de preferente interés nacional la creación del distrito El Milagro, en la provincia de Trujillo, departamento de La Libertad, con la finalidad de una mejor distribución de los recursos económicos que permita una eficiente prestación de los servicios públicos, lo cual, se revertirá en el bienestar de la población y el desarrollo local.
02822/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;09/05/2018;Congreso;Fuerza Popular;LEY QUE DECLARA DE INTERÉS NACIONAL LA PROTECCIÓN, PUESTA EN VALOR, Y RECONOCIMIENTO COMO PATRIMONIO CULTURAL DE LA NACIÓN AL SITIO ARQUEOLÓGICO MONUMENTAL DE YAYNO UBICADO EN EL DISTRITO DE HUAYLLÁN, PROVINCIA DE POMABAMBA, DEPARTAMENTO DE ANCASH;Propone declarar de interés nacional la protección, puesta en valor y reconocimiento como Patrimonio Cultural de la Nación, al sitio arqueológico Monumental de Yayno, ubicado en el distrito de Huayllan, provincia de Pomabamba, departamento de Ancash.
02821/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;09/05/2018;Congreso;No Agrupados;LEY QUE REGULA LOS PLÁSTICOS DE UN SOLO USO PARA REDUCIR LA CONTAMINACÓN MARINA;Propone establecer medidas progresivas destinadas a prevenir, mitigar y reducir la contaminación por basura marina plástica que se genera por plásticos de un solo uso.
02820/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;09/05/2018;Congreso;Fuerza Popular;LEY QUE PROPONE COMO REQUISITO PARA TRABAJAR EN EL SECTOR PÚBLICO NO HABER SIDO CONDENADO POR DELITO DE CORRUPCIÓN;Propone como requisito para trabajar en el sector público no haber sido condenado por delito de corrupción.
02819/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;08/05/2018;Congreso;Fuerza Popular;LEY QUE PRECISA LA PARTICIPACIÓN DE LOS TRABAJADORES EN LAS UTILIDADES DE LAS EMPRESAS ELÉCTRICAS;Propone precisar la participación de los trabajadores en las utilidaes de las empresas eléctricas, a través de la modificación del Decreto Legislativo 892, que regula el derecho de los trabajadores a participar en las utilidades de las empresas que desarrollan actividades generadoras de rentas de tercera categoría en el sector electricidad.
02818/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;08/05/2018;Congreso;Fuerza Popular;LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA DACIÓN DE ALMUERZOS ESCOLARES A TODOS LOS ESTUDIANTES DE JORNADA ESCOLAR COMPLETA;Propone declarar de interés nacional y necesidad pública la dación de almuerzos escolares a todos los estudiantes de jornada escolar completa.
02817/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;08/05/2018;Congreso;Frente Amplio por Justicia, Vida y Libertad;LEY QUE MODIFICA EL CÓDIGO PENAL PARA INCLUIR EL DELITO DE ACOSO;Propone incorporar el artículo 151-A al Código Penal, para incluir el delito de acoso
02816/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;08/05/2018;Congreso;Fuerza Popular;LEY QUE PROMUEVE LA FORMALIZACIÓN DE LAS MICRO Y PEQUEÑAS EMPRESAS Y FOMENTA EL CUIDADO DEL MEDIO AMBIENTE;Propone Ley que promueve la formalización de las Micro y Pequeñas Empresas y fomenta el cuidado del medio ambiente.
02815/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;08/05/2018;Congreso;Fuerza Popular;LEY GENERAL DE URBANISMO;Propone Ley General de Urbanismo
02814/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;07/05/2018;Congreso;Fuerza Popular;LEY QUE GARANTIZA QUE EL ESTADO COBRE LAS REPARACIONES CIVILES A LOS CONDENADOS POR TERRORISMO;Propone modificar el artículo 100 del Código Penal, tiene como objeto garantizar el cobro de las reparaciones civiles impuestas mediante sentencias condenatorias firmes por la comisión de los Delitos de Terrorismo y el delito de Apología del delito de Terrorismo.
02813/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;07/05/2018;Congreso;Fuerza Popular;"LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA PROMOCIÓN Y CREACIÓN DEL """"PROGRAMA NACIONAL INCLUSIVO DE VIVIENDA JUVENIL""""-PRONAVIJU";"Propone declarar de interés nacional y de necesidad pública la promoción y creación del """"Programa Nacional Inclusivo de Vivienda Juvenil""""-PRONAVIJU."
02812/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;07/05/2018;Congreso;Fuerza Popular;LEY QUE MODIFICA EL ARTÍCULO 111 DEL CÓDIGO PENAL, SOBRE EL DELITO DE HOMICIDIO CULPOSO;Propone modificar el tercer párrafo del artículo 111 del Código Penal, sobre el delito de homicidio culposo.
02811/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;07/05/2018;Congreso;Multipartidario;LEY QUE APRUEBA MEDIDAS ESPECIALES PARA ATENCIÓN DE BENEFICIARIOS DE ATENCIÓN EXTRAORDINARIA DEL BONO FAMILIAR HABITACIONAL A POBLACIÓN DAMNIFICADA CON VIVIENDA COLAPSADA O INHABITABLE Y CON EL BONO DE PROTECCIÓN DE VIVIENDA VULNERABLES A LOS RIESGOS SÍSMICOS CONSTITUIDA POR POBLACIÓN DAMNIFICADA CON VIVIENDA CON DAÑO RECUPERABLE;Propone aprobar medidas especiales para dar atención a población damnificada que cuente con una vivienda colapsada o inhabitable a consecuencia de una emergencia o desastres, y que constituyen beneficiarios para atención extraordinaria del Bono Familiar Habitacional, conforme a lo dispuesto en el párrafo 3.2.1 del artículo 3 de la Ley 27829, Ley que crea el Bono Familiar Habitacional (BFH).
02810/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;07/05/2018;Congreso;Fuerza Popular;LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA ELIMINACIÓN DEFINITIVA DE LA MOSCA DE LA FRUTA EN TODOS LOS CULTIVOS SUSCEPTIBLES DEL PAÍS;Propone declarar de necesidad pública e interés nacional la eliminación definitiva de la mosca de la fruta en todos los cultivos susceptibles del país.
02809/2017-PE;2016 - 2021;Segunda Legislatura Ordinaria 2017;04/05/2018;Poder Ejecutivo;;"RESOLUCIÓN LEGISLATIVA QUE APRUEBA LA """"CONVENCIÓN INTERAMERICANA SOBRE LA PROTECCIÓN DE LOS DERECHOS HUMANOS DE LAS PERSONAS MAYORES"""", ADOPTADO EL 15 DE JUNIO DE 2015 EN EL MARCO DEL 45° PERÍODO ORDINARIO DE SESIONES DE LA ASAMBLEA GENERAL DE LA ORGANIZACIÓN DE LOS ESTADOS AMERICANOS (OEA) EN WASHINGTON, D.C.,ESTADOS UNIDOS DE AMÉRICA";Propone el Proyecto de Resolución Legislativa que aprueba la Convención Interamericana sobre la Protección de los Derechos Humanos de las Personas Mayores, adoptada el 15 de junio de 2015 en el marco del 45° Período Ordinario de Sesiones de la Asamblea General de la Organización de los Estados Americanos (OEA), en Washington, D.C., Estados Unidos de América.
02808/2017-PE;2016 - 2021;Segunda Legislatura Ordinaria 2017;04/05/2018;Poder Ejecutivo;;"RESOLUCIÓN LEGISLATIVA QUE APRUEBA EL """"PROTOCOLO DE 2014 RELATIVO AL CONVENIO SOBRE EL TRABAJO FORZOSO, 1930"""", ADOPTADO EL 11 DE JUNIO DE 2014, EN EL MARCO DE LA 103° REUNIÓN DE LA CONFERENCIA INTERNACIONAL DEL TRABAJO DE LA ORGANIZACIÓN INTERNACIONAL DEL TRABAJO (OIT) CELEBRADA EN GINEBRA, SUIZA.";"Propone el Proyecto de Resolución Legislativa que aprueba el """"Protocolo de 2014 relativo al Convenio sobre el Trabajo Forzoso, 1930"""", adoptado el 11 e junio de 2014, en el marco de la 103° Reunión de la Conferencia Internacional del Trabajo de la Organización Internacional del Trabajo (OIT) celebrada en Ginebra, Suiza."
02807/2017-PE;2016 - 2021;Segunda Legislatura Ordinaria 2017;04/05/2018;Poder Ejecutivo;;"RESOLUCIÓN LEGISLATIVA QUE APRUEBA EL """"CONVENIO SOBRE LA CIBERDELINCUENCIA"""", ADOPTADO EL 23 DE NOVIEMBRE DE 2001, EN LA CIUDAD DE BUDAPEST";"Propone el Proyecto de Resolución Legislativa que aprueba el """"Convenio sobre la Ciberdelincuencia"""", adoptado el 23 de noviembre de 2001, en la ciudad de Budapest."
02806/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;04/05/2018;Congreso;Fuerza Popular;LEY QUE DEROGA LOS DECRETOS SUPREMOS 006, 007, 008, 009 y 010-2018-EM, QUE APRUEBAN LOS CONTRATOS DE LICENCIA PARA EXPLORACIÓN Y EXPLOTACIÓN DE HIDROCARBUROS DE LOTES UBICADOS EN EL ZÓCALO CONTINENTAL FRENTE A LAS COSTAS DE LAS PROVINCIAS DE TUMBES, CONTRALMIRANTE VILLAR, PAITA, SECHURA, CHICLAYO, LAMBAYEQUE, SANTA, CASMA Y HUARMEY;Propone derogar los Decretos Supremos 006, 007, 008, 009 y 010-2018-EM que aprueban los Contratos de Licencia para exploración y explotación de Hidrocarburos en los lotes Z-64, Z-65, Z-66, Z-67 y Z-68. ubicados en el zócalo continental frente a las costas de las provincia de Tumbes, Contralmirante Villar, Paita, Sechura, Chiclayo, Lambayeque, Santa, Casma y Huarmey.
02805/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;04/05/2018;Congreso;Nuevo Perú;LEY QUE PROPONE EL USO RESPONSABLE Y REDUCCIÓN PROGRESIVA EL USO BOLSAS PLÁSTICAS;Propone establecer medidas para el uso responsable y la reducción progresiva del consumo bolsas plásticas para disminuir los impactos negativos que produce dicho uso sobre el medio ambiente y asimismo el uso de poliestireno expandido (Tecnopor) en envases para alimentos.
02804/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;04/05/2018;Congreso;Fuerza Popular;LEY QUE MODIFICA EL ARTÍCULO 12, 22, 26 DE LA LEY 27806, LEY DE TRANSPARENCIA Y ACCESO A LA INFORMACIÓN PÚBLICA;Propone modificar el artículo 12, artículo 22 incorporando el inciso 6) y el artículo 26, de la Ley 27806, Ley de Transparencia y Acceso a la Información Pública, asimismo tiene por finalidad primordial mantener informada a la población de manera transparente, continua y oportuna, siendo obligatoria la difusión de la información y sus gastos por parte de las Entidades de la Administración Púbolica.
02803/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;03/05/2018;Congreso;Acción Popular;RESOLUCIÓN LEGISLATIVA QUE ESTABLECE MEDIDAS LEGALES PARA CONGRESISTAS ELECTOS QUE TIENEN PROCESOS PENALES CON ANTERIORIDAD A SU ELECCIÓN;Propone modificar los artículos 8 y 16 del Reglamento del Congreso, referidos a la juramentación al cargo de los congresistas electos y al proceso de levantamiento de inmunidad de arresto y de proceso.
02802/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;03/05/2018;Congreso;Acción Popular;LEY QUE MODIFICA EL ARTÍCULO 19 DE LA LEY 27785, LEY ORGÁNICA DEL SISTEMA NACIONAL DE CONTROL, MODIFICADA POR LEY 30742, LEY DE FORTALECICMIENTO DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA Y DEL SISTEMA NACIONAL DE CONTROL;Propone modificar el artículo 19 de la Ley 27785, Ley Orgánica del Sistema Nacional de Control y de la Contraloría General de la República, modificada por Ley 30742, Ley de Fortalecimiento de la Contraloría General de la República y del Sistema Nacional de Control.
02801/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;03/05/2018;Congreso;Acción Popular;LEY DE LEVANTAMIENTO DE LA SUSPENSIÓN DE LA APLICACION DEL ARTÍCULO XVI DEL TÍTULO PRELIMINAR DEL CÓDIGO TRIBUTARIO-NORMA ANTIELUSIÓN;Propone levantamiento de suspensión de la aplicación del artículo XVI del Título Preliminar del Código Tributario-Norma Antielusión.
02800/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;03/05/2018;Congreso;No Agrupados;LEY DEL SERVICIO CIVIL DE GRADUANDOS SECIGRA-CIENCIAS AGROPECUARIAS;Propone crear y regular el servicio civil de graduandos SECIGRA-CIENCIAS AGROPECUARIAS que será realizado por estudiantes del último año de las carreras profesionales a fines a la actividad agrícola y agropecuaria que se dictan en las Universidades públicas y privadas del país.
02799/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;03/05/2018;Congreso;Célula Parlamentaria Aprista;LEY QUE ADJUDICA A TÍTULO GRATUITO UN BIEN INMUEBLE DE PROPIEDAD DEL ESTADO EN FAVOR DEL COLEGIO DE ABOGADOS DE LIMA;Propone adjudicar a título gratuito un bien inmueble de propiedad del Estado, con un área de 1,223.97 m2, en favor del Colegio de Abogados de Lima.
02798/2017-MP;2016 - 2021;Segunda Legislatura Ordinaria 2017;03/05/2018;Ministerio Público;;LEY DE LA CARRERA DEL TRABAJADOR DEL MINISTERIO PÚBLICO;Propone Ley de la Carrera del Trabajador del Ministerio Público.
02797/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;03/05/2018;Congreso;No Agrupados;LEY QUE DECLARA DE INTERÉS NACIONAL LA INCORPORACIÓN DEL CURSO DE SOCIEDAD, FAMILIA Y VALORES EN LA CURRICULA DE LA EDUCACIÓN BÁSICA REGULAR DE PRIMARIA Y SECUNDARIA;"Propone declarar de interés nacional la incorporación del curso """"Sociedad, Familia y Valores"""" en el Plan de Estudios, comprendido en la Curricula Nacional de la Educación Básica Regular de primaria y secundaria."
02796/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;03/05/2018;Congreso;Célula Parlamentaria Aprista;LEY QUE CREA EL REGISTRO DE PERSONAS CONDENAS POR VIOLENCIA FÍSICA, PSICOLÓGICA Y SEXUAL DE ACCESO LIBRE Y GRATUITO;Propone crear el Registro de Personas Condenadas por violencia física, psicológica y sexual, con la finalidad de identificar a las personas que realizan acciones de violencia en contra de las mujeres, menores de edad o grupos más vulnerables de nuestra sociedad.
02795/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;03/05/2018;Congreso;No Agrupados;LEY QUE MODIFICA EL CÓDIGO PROCESAL PENAL PROMULGADO POR DECRETO LEGISLATIVO 957, RESPECTO A LA VIDEO CONFERENCIA PARA LOS ACTOS PROCESALES DE LAS PERSONAS PRIVADAS DE LIBERTAD POR CRIMEN ORGANIZADO BAJO EL RÉGIMEN CERRADO ESPECIAL;Propone incorporar el numeral 3) al artículo 119-A del Código Procesal Penal, promulgado por Decreto Legislaivo 957, respecto a la videoconferencia para los actos procesales de las personas privadas de libertad por crimen organizado bajo el régimen cerrado especial.
02794/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;03/05/2018;Congreso;Célula Parlamentaria Aprista;LEY DE REINVINDICACIÓN DEL PERSONAL MILITAR AFECTADO EN LOS PROCESOS DE ASCENSOS Y PASES AL REETIRO DURANTE EL PERÍODO 2012-2016 DE CONFORMIDAD CON EL INFORME DEL GRUPO DE TRABAJO CONFORMADO POR LA RESOLUCIÓN MINISTERIAL N° 931-2016-DE/SG;Propone reivindicar al personal militar que obtuvieron pronunciamiento favorable por el grupo de trabajo encargado de evaluar los procesos de ascensos y pases al retiro de los Oficiales de las Fuerzas Armadas durante el período 2012-2016, designado por Resolución Ministerial N° 931-2016-DE/SG, dado que en sus procesos no se ciñeron a decisiones ajustadas a derecho ni a debido proceso.
02793/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;03/05/2018;Congreso;Frente Amplio por Justicia, Vida y Libertad;RESOLUCIÓN LEGISLATIVA QUE MODIFICA EL REGLAMENTO DEL CONGRESO PARA TRANSPARENTAR LA GESTIÓN DE INTERESES EN EL CONGRESO DE LA REPÚBLICA;Propone modificar el artículo 23 del Reglamento del Congreso, para transparentar la gestión de intereses en el Congreso de la República.
02792/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;03/05/2018;Congreso;Peruanos por el Kambio;LEY QUE INCORPORA EL DELITO DE FINANCIAMIENTO ILÍCITO DE ORGANIZACIONES POLÍTICAS AL CÓDIGO PENAL;Propone incorporar el artículo 359-A, al Código Penal el artículo 31-A a la Ley 28094, Ley de Organizaciones Políticas, y modificar el artículo 1 de la Ley 30424, Ley que regula a la responsabilidad administrativa de las personas jurídicas por el delito de cohecho pasivo trasnacional.
02791/2017-PE;2016 - 2021;Segunda Legislatura Ordinaria 2017;02/05/2018;Poder Ejecutivo;;FACULTADES:EJECUTIVO/LEGISLAR EN MATERIA TRIBUTARIA Y FINANCIERA, DE GESTIÓN ECONÓMICA Y COMPETITIVIDAD, DE RECONSTRUCCIÓN Y CIERRE DE BRECHAS EN INFRAESTRUCTURA Y SERVICIOS, DE INTEGRIDAD Y LUCHA CONTRA LA CORRUPCIÓN, DE PREVENCIÓN Y PROTECCIÓN DE PERSONAS EN SITUACIÓN DE VIOLENCIA Y VULNERABILIDAD Y DE MODERNIZACIÓN DE LA GESTIÓN DEL ESTADO;Propone delegar en el Poder Ejecutivo la facultad de legislar por el plazo de sesenta (60) días calendario en materia tributaria y financiera, de gestión económica y competitividad, de reconstrucción y cierre de brechas en infraestructura y servicios, de integridad y lucha contra la corrupción, de prevención y protección de personas en situación de violencia y vulnerabilidad y de modernización de la gestión del Estado, en los términos a que hace referencia el artículo 104 de la Constitución Política del Perú y el artículo 90 del Reglamento del Congreso de la República.
02790/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;02/05/2018;Congreso;Peruanos por el Kambio;RESOLUCIÓN LEGISLATIVA QUE MODIFICA EL ARTÍCULO 68 DEL REGLAMENTO DEL CONGRESO RESPECTO A LAS MOCIONES DE ORDEN DEL DÍA PARA EL CASO DE PROPOSICIONES DE CARÁCTER DECLARATIVO;Propone modificar el artículo 68 del Reglamento del Congreso de la República, incluyéndose en el mismo el inciso g), respecto a las Mociones de Orden del Día para el caso de proposiciones de carácter declarativo.
02789/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;02/05/2018;Congreso;No Agrupados;LEY QUE MODIFICA EL ARTÍCULO 45 DEL DECRETO LEGISLATIVO 1149, LEY DE LA CARRERA Y SITUACIÓN DEL PERSONAL DE LA POLICÍA NACIONAL DEL PERÚ, PARA FORTALECER LOS ÓRGANOS DE INTELIGENCIA Y DE INVESTIGACIÓN CRIMINAL DEL MINISTERIO DE INTERIOR Y LA POLICÍA NACIONAL EN LA LUCHA CONTRA EL CRIMEN ORGANIZADO;Propone modificar el artículo 45 del Decreto Legislativo 1149 Ley de la Carrera y Situación del Personal de la Policía Nacional del Perú, para fortalecer los órganos de inteligencia y de investigación criinal del Ministerio del Interior y la Policía Nacional en la lucha contra el crimen organizado.
02788/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;02/05/2018;Congreso;No Agrupados;LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL, LA CONSTRUCCIÓN DEL AEROPUERTO NACIONAL DE COCHAMARCA, DISTRITO DE VICCO, PROVINCIA Y DEPARTAMENTO DE PASCO;Propone declarar de necesidad pública e interés nacional la construcción del Aeropuerto Nacional de Cochamarca, distrito de Vicco, provincia y departamento de Pasco.
02787/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;02/05/2018;Congreso;No Agrupados;LEY QUE DECLARA DE NECESIDAD PÚBLICA Y DE PREFERENTE INTERÉS NACIONAL LA CREACIÓN DEL DISTRITO DE PENACHI EN LA PROVINCIA DE LAMBAYEQUE, DEPARTAMENTO DE LAMBAYEQUE;Propone declarar de necesidad pública y de preferente interes nacional la creación del distrito de Penachi, en la provincia de Lambayeque, departamento de Lambayeque.
02786/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;02/05/2018;Congreso;No Agrupados;LEY QUE MODIFICA LA LEY 30012, LEY QUE CONCEDE EL DERECHO DE LICENCIA A TRABAJADORES CON FAMILIARES QUE SE ENCUENTRAN CON ENFERMEDAD EN ESTADO GRAVE O TERMINAL O SUFRAN ACCIDENTE GRAVE;Propone modificar la Ley 30012, ley que concede el derecho de licencia a trabajadores con familiares que se encuentran con enfermedad en estado grave o terminal o sufran accidente grave.
02785/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;02/05/2018;Congreso;No Agrupados;LEY DE PROTECCIÓN Y RECUPERACIÓN DE ZONAS FORESTALES Y FORMACIONES BOSCOSAS;Propone la protección y recuperación de las zonas forestales y formaciones boscosas de la quema, tala o cualquqier daño provocado, a través de modificaciones administrativas y penales, con el fin de garantizar su conservación, buscando proteger el medio ambiente y combatir el cambio climático.
02784/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;02/05/2018;Congreso;Frente Amplio por Justicia, Vida y Libertad;LEY QUE MODIFICA EL DECRETO LEY 19990;Propone modificar el artículo 45 del Decreto Ley 19990, se dispone el aumento del monto excepcional para percibir simultáneamente pensión y renumeración a dos (2) unidades impositivas tributarias.
02783/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;02/05/2018;Congreso;Fuerza Popular;LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL EL NONBRAMIENTO DE LOS TRABAJADORES QUE PRESTAN SERVICIO EN LAS DIFERENTES ENTIDADES DEL ESTADO, CONTRATADOS BAJO LA MODALIDAD CAS A NIVEL NACIONAL;Propone declarar de necesidad pública e interés nacional la incorporación a los regímenes laborales de los Decretos Legislativos 276 o 728 según corresponda, de los trabajadores que realizan labores permanentes en las diferentes entidades del Estado, contratados bajo la modalidad CAS a nivel nacional.
02782/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;02/05/2018;Congreso;Fuerza Popular;LEY QUE INCORPORA AL SEGURO SOCIAL DE SALUD Y AL SISTEMA NACIONAL DE PENSIONES A LOS TRANSPORTISTAS DE PERSONAS Y CARGA, ASÍ COMO A LOS TAXISTAS Y MOTOTAXISTAS;Propone tutelar la seguridad social en salud y pensiones de los conductores que realizan al servicio de taxi, moto taxistas y transportistas de mercancias y sus respectivos derechohabientes.
02781/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;02/05/2018;Congreso;Alianza por el Progreso;LEY QUE DEROGA LOS DECRETOS SUPREMOS 006, 007, 008, 009, 010-2018-EM, QUE APRUEBAN CONTRATOS DE LICENCIA PARA LA EXPLORACIÓN Y EXPLOTACIÓN DE HIDROCARBUROS EN EL MAR, DESDE ÁNCASH, PIURA HASTA TUMBES;Propone derogar los Decretos supremos que aprueban contratos de licencia para la exploración y explotación de hidrocarburos en la costa norte del país, que permita una mayor participación de la población en la toma de decisiones para la explotación de nuestros recursos naturales y contribuir a la estabilidad social en esta parte del país.
02780/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;02/05/2018;Congreso;Célula Parlamentaria Aprista;LEY QUE DECLARA EL ACCESO A INTERNET COMO UN DERECHO HUMANO;Propone Ley que declara el acceso a Internet como un derecho humano
02779/2017-CR;2016 - 2021;Segunda Legislatura Ordinaria 2017;02/05/2018;Congreso;Frente Amplio por Justicia, Vida y Libertad;LEY QUE ESTABLECE MEDIDAS PARA ATENDER A LA POBLACIÓN DAMNIFICADA CON VIVIENDA COLAPSADA O INHABITABLE Y A LA POBLACIÓN DAMNIFICADA CON VIVIENDA CON DAÑO RECUPERABLE;Propone medidas para atender a la población damnificada con vivienda colapsada o inhabitable y a la población damnificada con vivienda con daño recuperable.
02778/2017-PE;2016 - 2021;Segunda Legislatura Ordinaria 2017;30/04/2018;Poder Ejecutivo;;RESOLUCIÓN LEGISLATIVA QUE APRUEBA EL CONVENIO SOBRE EL TRABAJO DECENTE PARA LAS TRABAJADORAS Y LOS TRABAJADORES DOMÉSTICOS;"Propone Proyecto de Resolución Legislativa que aprueba el """"Convenio sobre Trabajo Decente para las Trabajadoras y los Trabajadores Domésticos, adoptado el 16 de junio de 2011 en la ciudad de Ginebra, Confederación Suiza, durante la 100° Conferencia Internacional del Trabajo de la Organización Internacional del Trabajo (OIT)"
